token,Mean_Abs_SHAP,Mean_SHAP,Frequency
ajak,2.32710692253022e-05,-2.3051255859172672e-05,2
bakal,2.3107165884236263e-05,2.1392016401174867e-05,4
menab,2.2793399628426413e-05,2.2793399628426413e-05,1
top,2.2708028904162348e-05,2.2708028904162348e-05,3
kesan,2.2567478583368938e-05,2.2567478583368938e-05,1
yaman,2.2536413205671125e-05,-2.2536413205671125e-05,1
ewa,2.250158038805239e-05,-1.6623300383798777e-05,2
merk,2.2090598928689037e-05,2.2090598928689037e-05,3
45,2.2056362534595582e-05,-2.2056362532356823e-05,2
pro,2.20173903984993e-05,-1.802233847814354e-05,5
semangat,2.1977478434564545e-05,2.1977478434564545e-05,5
vib,2.1910687293711817e-05,2.1910687293711817e-05,3
beda,2.1824028076662218e-05,1.4456348585372324e-05,6
audit,2.1740040800068526e-05,-2.1740040800068526e-05,1
waktu,2.163034403929487e-05,2.163034403929487e-05,3
asi,2.16109437103328e-05,-2.16109437103328e-05,2
leg,2.1292139193974437e-05,9.620541342883371e-06,2
kecil,2.1279956821672387e-05,1.0471100318682147e-05,4
kok,2.1164853949812822e-05,-2.1164853949812822e-05,4
ladang,2.0884389421553352e-05,2.0884389421553352e-05,1
202,2.0432332683412824e-05,-2.0432332683412824e-05,1
video,2.03210526500452e-05,2.0319695150307783e-05,6
larut,1.9996496257590478e-05,-1.9996496257590478e-05,1
berubah,1.995513532165205e-05,1.995513532165205e-05,1
odet,1.970463847828796e-05,1.970463847828796e-05,1
cil,1.9614934109995374e-05,-1.9614934109995374e-05,1
maha,1.902592550686677e-05,1.902592550686677e-05,3
100,1.895390056864573e-05,-1.8732938374399857e-05,4
kredit,1.816084342135582e-05,1.816084342135582e-05,1
akui,1.804729099603719e-05,1.804729099603719e-05,1
wanita,1.795209939882625e-05,1.795209939882625e-05,1
bik,1.7912815470481293e-05,-1.7912815470481293e-05,1
akan,1.7890590129961008e-05,1.7743036946133845e-05,6
belom,1.7840750733739695e-05,-1.7840750733739695e-05,3
hitam,1.7707929328025784e-05,-1.7707929328025784e-05,1
informatif,1.7639561807300197e-05,1.7639561807300197e-05,1
bahagia,1.7588489659829067e-05,1.7588489659829067e-05,2
ir,1.748730421604705e-05,4.818864890694386e-06,7
awal,1.7313770440523514e-05,-1.7313770440523514e-05,1
online,1.7288328417635058e-05,1.7288328417635058e-05,1
pep,1.717786154767964e-05,1.717786154767964e-05,1
bandung,1.717562582780374e-05,1.717562582780374e-05,1
terbesar,1.7141932214144617e-05,1.7141932214144617e-05,1
menuai,1.7119548479968217e-05,1.7119548479968217e-05,1
spin,1.697605747176567e-05,1.697605747176567e-05,1
namanya,1.6872407853043114e-05,1.6860216704117193e-05,3
tak,1.6810693912500736e-05,-1.4388767525613529e-05,4
ex,1.6437463367765302e-05,-1.6437463367765302e-05,2
30,1.641450043150122e-05,1.6414500430464834e-05,5
saran,1.6328926857176848e-05,-1.6328926857176848e-05,3
it,1.630816486431286e-05,1.630816486431286e-05,2
sumpah,1.6049323693550833e-05,-1.6049323693550833e-05,2
sering,1.598467661824543e-05,1.598467661824543e-05,3
pertanyaan,1.5965524627972626e-05,-1.3416746511211386e-05,4
penting,1.5896957380997872e-05,1.586681448437351e-05,3
dasar,1.5834696168894878e-05,-1.5834696168894878e-05,1
bawa,1.5816153048945126e-05,1.5816153048945126e-05,2
kp,1.565230255073402e-05,1.565230255073402e-05,1
v,1.557290427860586e-05,3.3104168500633373e-06,9
makin,1.552612594969105e-05,1.5520624787313862e-05,6
q,1.550016330232947e-05,-1.550016330232947e-05,4
pengertian,1.549054920906201e-05,1.549054920906201e-05,1
liburan,1.5458271718671313e-05,1.4488565811916487e-05,3
kata,1.5314953609049554e-05,1.5314953609049554e-05,3
seharian,1.5303694912290667e-05,1.5303694912290667e-05,1
terbaru,1.5297138183086646e-05,-1.5297138183086646e-05,1
pg,1.526184428439592e-05,-1.526184428439592e-05,1
bukti,1.5102236005986925e-05,1.5102236005986925e-05,1
abang,1.5026819266495295e-05,1.5026819266495295e-05,2
duit,1.4548189531964896e-05,1.4548189531964896e-05,4
not,1.4440030801779358e-05,1.4440030801779358e-05,1
bersyukur,1.4330609585158526e-05,1.4330609585158526e-05,2
subscribe,1.4169333982863463e-05,1.4169333982863463e-05,1
sistemnya,1.3875019860279281e-05,1.3875019860279281e-05,1
prosesnya,1.3861211948096752e-05,1.3861211948096752e-05,1
beli,1.3802829113067291e-05,2.4337351442432747e-06,12
mendarat,1.377776527806418e-05,1.377776527806418e-05,1
visual,1.3731462611758616e-05,1.3731462611758616e-05,2
lekas,1.3542202024837025e-05,1.3542202024837025e-05,1
parah,1.3472725772981694e-05,-4.479804093324884e-06,7
dikit,1.3373442511549004e-05,1.3373442511549004e-05,3
dulu,1.3266233032263368e-05,-6.835897933561105e-06,15
karbon,1.3220434440881946e-05,1.3220434440881946e-05,1
mainkan,1.3204058013798204e-05,-1.3204058013798204e-05,1
jangan,1.300518357038527e-05,8.351847881385765e-06,9
harapan,1.2950023396115284e-05,1.2950023396115284e-05,1
mal,1.2891203041363042e-05,1.2891203041363042e-05,1
umroh,1.282924106635619e-05,-1.282924106635619e-05,1
semua,1.2640878367619734e-05,1.1450185005287495e-05,7
div,1.2610227444383781e-05,1.2610227444383781e-05,1
sendiri,1.2576067091686127e-05,1.2172117291811446e-05,5
bgt,1.2501588015893068e-05,3.201063390279594e-06,5
bertanya,1.2435039605406928e-05,-1.2435039605406928e-05,2
berasa,1.2402997108438284e-05,-1.2402997108438284e-05,1
an,1.2396592050382967e-05,6.359978797437721e-06,10
bahaya,1.2380395390209741e-05,-1.2380395390209741e-05,2
bagus,1.2355047140372802e-05,1.2355047140372802e-05,8
duanya,1.2340604786004406e-05,1.2340604786004406e-05,2
kan,1.228452885853975e-05,-7.091332388621855e-06,12
rr,1.219295219925698e-05,-1.219295219925698e-05,3
did,1.2187150779936929e-05,-1.2187150779936929e-05,1
pod,1.1975997796980664e-05,1.1975997796980664e-05,3
membran,1.179688817137503e-05,1.179688817137503e-05,1
sesuai,1.1744175521016586e-05,1.1744175521016586e-05,2
yakin,1.1470127043781652e-05,-1.1470127042497658e-05,3
rey,1.1453739571152255e-05,1.1453739571152255e-05,1
tau,1.1441188412459418e-05,-9.126939016891959e-06,5
politikus,1.1388321428967175e-05,-1.1388321428967175e-05,1
tertu,1.1339948015423338e-05,1.1339948015423338e-05,1
cepet,1.1231060689169681e-05,-3.3016337365552316e-06,3
turun,1.1226152549226785e-05,1.117972219408984e-05,4
kar,1.1220850519748637e-05,1.1098237263164872e-05,2
kc,1.1185362993273884e-05,-1.1185362993273884e-05,1
2,1.115525856954355e-05,7.64296394061528e-06,17
awab,1.1120636623672909e-05,1.1120636623672909e-05,3
malam,1.1026430802303367e-05,1.1026430802303367e-05,1
makan,1.0904972541538882e-05,-1.0904972541538882e-05,5
nanti,1.0744789367890916e-05,-1.0302707843948156e-05,3
ngasih,1.0722801220254041e-05,1.0722801220254041e-05,1
gk,1.0712885139596513e-05,1.7640251214122593e-06,8
terlupakan,1.0640138578310143e-05,1.0640138578310143e-05,2
je,1.0515794783714228e-05,-1.0515794783714228e-05,1
yi,1.0479100405063947e-05,-1.0479100405063947e-05,3
situasi,1.0230369516648352e-05,1.0230369516648352e-05,2
gg,1.022894565903698e-05,1.022894565903698e-05,2
berhasil,1.0192933455982712e-05,1.0192933455982712e-05,1
papua,1.0089444076584186e-05,-1.0089444076584186e-05,1
se,1.0003337294619996e-05,1.0003337294619996e-05,2
menit,9.904733567964286e-06,9.904733567964286e-06,3
lebar,9.835901648330037e-06,9.835901648330037e-06,2
boy,9.804072666156571e-06,9.804072666156571e-06,1
pemain,9.757661617186386e-06,9.757661617186386e-06,2
cocok,9.745150759044917e-06,9.745150759044917e-06,3
pengusaha,9.700522306957283e-06,-9.700522306957283e-06,1
riv,9.690433464129455e-06,9.690433464129455e-06,2
cast,9.645604513934814e-06,-5.666167504386976e-06,3
sangat,9.610941930986882e-06,-2.6683384839998325e-07,7
ngerasa,9.520345556666144e-06,9.520345556666144e-06,2
meja,9.508226648904383e-06,9.508226648904383e-06,1
hp,9.489788368227891e-06,9.489788368227891e-06,4
komedi,9.4750790449325e-06,9.4750790449325e-06,2
kalo,9.326155570144894e-06,-4.260322650386823e-06,11
bron,9.272366529330611e-06,-9.272366529330611e-06,1
oke,9.241075786121655e-06,9.241075786121655e-06,4
donat,9.221199361491017e-06,9.221199361491017e-06,1
harum,9.21042614209e-06,9.21042614209e-06,1
rilis,9.200249020068441e-06,9.200249020068441e-06,1
rakyat,9.165616497244733e-06,-8.324256561951294e-06,9
om,9.109932798828378e-06,-9.109932798828378e-06,3
membaik,9.070620013517328e-06,9.070620013517328e-06,1
sakit,9.021342018968426e-06,-9.021342018968426e-06,3
ji,9.020775047247298e-06,-9.020775047247298e-06,1
jokowi,8.958011448663052e-06,-8.958011448663052e-06,14
putri,8.953359967563302e-06,8.953359967563302e-06,1
night,8.939474013459403e-06,-8.939474013459403e-06,1
polresta,8.919508662074804e-06,-8.919508662074804e-06,1
google,8.779257288551889e-06,8.779257288551889e-06,1
hr,8.75541501591215e-06,-8.75541501591215e-06,1
pulang,8.694664412663164e-06,4.784587899242372e-06,3
action,8.685342356329784e-06,8.145285959471948e-06,3
mewah,8.660550725835492e-06,8.660550725835492e-06,2
untuk,8.603533523494532e-06,7.903138912076558e-06,15
kemarin,8.573949828132754e-06,-7.126296350179473e-06,3
ori,8.542348976334325e-06,-2.449983327096561e-06,2
re,8.497562619595555e-06,3.7443112778419165e-06,5
rusak,8.395630509767216e-06,-8.395630509767216e-06,2
enaknya,8.372189477086067e-06,8.372189477086067e-06,1
ur,8.359113213373349e-06,-4.912152158794925e-06,4
tuaku,8.344364418007899e-06,8.344364418007899e-06,1
wkwkwk,8.297416989080376e-06,5.240970484010177e-06,5
episode,8.274262610939331e-06,8.274262610939331e-06,1
masalah,8.24656598342699e-06,-8.24656598342699e-06,4
akhirnya,8.167476760718273e-06,8.167476760718273e-06,3
dslr,8.154466049745679e-06,8.154466049745679e-06,1
pagi,8.138535966281779e-06,8.138535966281779e-06,2
atau,8.09556608901836e-06,6.6394949531102264e-06,9
ayo,8.086845624347916e-06,-3.2158132489712444e-06,2
berani,8.082907836069354e-06,8.082907836069354e-06,1
kantor,7.988804358319612e-06,7.988804358319612e-06,2
siap,7.975732445629546e-06,7.975732445629546e-06,2
yp,7.96277922927402e-06,-7.96277922927402e-06,1
25,7.948561208258763e-06,7.948561207222372e-06,2
ps,7.914959191111848e-06,7.432211568811908e-06,2
kapolri,7.874661316236598e-06,-7.874661316236598e-06,8
punya,7.8539296098305e-06,7.151104260862797e-06,9
software,7.808079491951503e-06,7.808079491951503e-06,1
pot,7.715857344010147e-06,1.2567533376568463e-06,3
ratis,7.647543759958353e-06,-7.647543759958353e-06,1
istimewa,7.486996124498546e-06,7.486996124498546e-06,1
menemukan,7.467215058568399e-06,7.467215058568399e-06,1
cobain,7.448854707035935e-06,-7.448854707035935e-06,4
mah,7.4326944450149316e-06,7.4326944450149316e-06,4
stock,7.4244831848773176e-06,-7.4244831848773176e-06,1
momen,7.349257095484063e-06,7.349257095484063e-06,1
komik,7.3491446673870085e-06,-7.3491446673870085e-06,1
obatnya,7.336437243793625e-06,7.336437243793625e-06,1
ee,7.314575050259009e-06,6.008019903674722e-06,4
ikuti,7.306813393370248e-06,7.306813393370248e-06,1
topi,7.2845198628783695e-06,7.2845198628783695e-06,1
temen,7.27587541405228e-06,5.1065254119748715e-06,2
terduga,7.232740004837978e-06,7.129679222998675e-06,2
cuman,7.189589164530237e-06,7.189589164530237e-06,2
inspiratif,7.17362757131923e-06,7.17362757131923e-06,1
ab,7.141463982407004e-06,-7.141463982407004e-06,1
tetapi,7.063093071337789e-06,6.728107546223328e-06,2
dahsyat,6.995352949161315e-06,6.995352949161315e-06,1
menulis,6.950979892280884e-06,-6.950979892280884e-06,1
menyenangkan,6.92565146528068e-06,6.92565146528068e-06,1
rece,6.922961011393151e-06,6.922961011393151e-06,4
spesial,6.823540454206522e-06,6.823540454206522e-06,1
xia,6.823202347732149e-06,-6.823202347732149e-06,1
ronald,6.815423126681708e-06,6.815423126681708e-06,1
nar,6.7755926065729e-06,6.7755926065729e-06,1
11,6.758728632245148e-06,6.758728632245148e-06,2
saja,6.754644846410262e-06,-6.6963935297511095e-06,6
disana,6.737993535352871e-06,-6.737993535352871e-06,1
jo,6.694270174193661e-06,-6.324977839540224e-06,4
poly,6.64497686981728e-06,-6.64497686981728e-06,4
bermanfaat,6.603610701858998e-06,6.603610701858998e-06,1
wa,6.580924877198413e-06,6.580924877198413e-06,1
makasi,6.5770719229476525e-06,6.5770719229476525e-06,1
cs,6.5610033489065245e-06,6.532392326334957e-06,3
pake,6.555162668519188e-06,-3.1614622712368145e-06,3
wi,6.495961239124881e-06,-6.353725151711842e-06,4
dapat,6.494773886515759e-06,6.494773886515759e-06,1
register,6.36512888740981e-06,6.36512888740981e-06,2
membuat,6.3505211801384575e-06,6.3505211801384575e-06,5
liat,6.328433356732906e-06,6.328433356732906e-06,7
kuliah,6.323819859971991e-06,-5.097948949696729e-06,2
wae,6.2915584300450675e-06,-6.2915584300450675e-06,1
za,6.286641770930146e-06,6.286641770930146e-06,3
250,6.273936334071636e-06,6.273936334071636e-06,1
esp,6.195174773893086e-06,6.195174773893086e-06,1
follow,6.179866955790203e-06,-6.179866955790203e-06,1
menginspirasi,6.1792598789907065e-06,6.1792598789907065e-06,1
wong,6.173513073008507e-06,-6.173513073008507e-06,1
senang,6.163038939121179e-06,6.163038939121179e-06,1
harus,6.144365190716065e-06,-5.406700938118195e-06,12
sabar,6.107477951445617e-06,6.107477951445617e-06,4
travel,6.095077683044912e-06,6.095077683044912e-06,2
fuji,6.049838910257677e-06,-6.049838910257677e-06,1
sampai,6.000319435770507e-06,4.213494345094659e-06,7
berkilau,5.9645509172696624e-06,5.9645509172696624e-06,1
membicarakan,5.956773413345218e-06,5.956773413345218e-06,1
lo,5.911135115371401e-06,1.7278871534525772e-06,6
jalan,5.907136906898813e-06,2.9765067629341503e-06,4
merangsang,5.90481203107629e-06,5.90481203107629e-06,1
pilihan,5.897397844819352e-06,5.897397844819352e-06,1
upload,5.860210978426039e-06,5.860210978426039e-06,1
mengg,5.848460707056802e-06,-5.848460707056802e-06,1
dibawa,5.8262775492039505e-06,5.8262775492039505e-06,1
kisahnya,5.818718782393262e-06,5.818718782393262e-06,1
f,5.7717861920816805e-06,5.7717861920816805e-06,5
kaos,5.742300389101729e-06,5.742300389101729e-06,1
ort,5.723374957597116e-06,-5.723374957597116e-06,1
coll,5.719169683288783e-06,5.719169683288783e-06,1
harga,5.7052024725029085e-06,5.592179740536569e-06,5
mab,5.697918044461403e-06,-5.697918044461403e-06,1
mas,5.65546470170375e-06,-5.755520105594769e-07,5
gombal,5.590846034465358e-06,5.590846034465358e-06,1
kont,5.524608328414615e-06,5.524608328414615e-06,1
lap,5.509276667807071e-06,-5.509276667807071e-06,3
think,5.46802842394711e-06,-5.46802842394711e-06,2
tempo,5.390220445406157e-06,-4.938285164826084e-06,2
iew,5.3847784729441626e-06,-5.3847784729441626e-06,2
bangsa,5.374866661441047e-06,-5.374866661441047e-06,4
pelayanan,5.340066709322855e-06,5.340066709322855e-06,2
talk,5.33465898479335e-06,-5.33465898479335e-06,1
jilbab,5.3140800446271895e-06,5.3140800446271895e-06,1
lah,5.289246691972949e-06,4.0784555312711747e-07,6
tm,5.283036378386896e-06,5.283036378386896e-06,1
kw,5.267534128506668e-06,-5.267534128506668e-06,4
dika,5.265352425340097e-06,5.265352425340097e-06,1
makanya,5.262643714458035e-06,-3.0783637529465426e-06,3
od,5.205419758567587e-06,-5.205419758567587e-06,1
terp,5.182731139939278e-06,5.182731139939278e-06,1
isi,5.146881791006308e-06,5.146881791006308e-06,1
susah,5.144975491539477e-06,-5.144975491539477e-06,3
hujan,5.144644121173769e-06,5.144644121173769e-06,1
duh,5.089267735456815e-06,-5.089267735456815e-06,2
warung,5.087538760562893e-06,5.087538760562893e-06,2
kad,5.0598625202837866e-06,5.0598625202837866e-06,3
transparan,5.055666686530458e-06,5.0115924714191355e-06,4
bodi,4.997361422283575e-06,-4.997361422283575e-06,1
bulanan,4.9573026335565376e-06,4.9573026335565376e-06,1
pasukan,4.949460388161242e-06,4.949460388161242e-06,1
senyum,4.94213724596193e-06,4.94213724596193e-06,1
sempat,4.937661326039234e-06,4.937661326039234e-06,2
tangguh,4.917325277347118e-06,4.917325277347118e-06,1
sebelumnya,4.897584200080018e-06,4.897584200080018e-06,3
fokus,4.895206788205542e-06,4.895206788205542e-06,3
praktis,4.870663600740955e-06,4.870663600740955e-06,1
nambah,4.866478484473191e-06,4.866478484473191e-06,1
perlu,4.852311372815165e-06,4.852311372815165e-06,1
taufik,4.842242327868007e-06,4.842242327868007e-06,1
scene,4.838803914026357e-06,4.838803914026357e-06,1
terbantu,4.812419385416433e-06,4.812419385416433e-06,1
sembarang,4.769545197632397e-06,-4.769545197632397e-06,1
korupsi,4.750685111503116e-06,-4.750685111503116e-06,1
gimana,4.735746297549614e-06,-4.735746297549614e-06,3
mikro,4.731004890345503e-06,-4.731004890345503e-06,1
uga,4.72225944395177e-06,-4.72225944395177e-06,2
penasaran,4.721645629615523e-06,4.721645629615523e-06,2
allah,4.712798603577539e-06,1.3331479858607054e-06,5
editing,4.674254232668318e-06,4.674254232668318e-06,1
lama,4.5721354920585455e-06,1.324169038265869e-06,6
narasumber,4.570255448925309e-06,-4.570255448925309e-06,1
nyata,4.526784246991156e-06,4.526784246991156e-06,2
galaxy,4.503686282987473e-06,-4.503686282987473e-06,1
kah,4.478954237129074e-06,-4.478954237129074e-06,2
motor,4.4530172090162525e-06,-4.4530172090162525e-06,1
terima,4.437225928995758e-06,-1.554802292957902e-06,2
ijazah,4.411087963680551e-06,-3.125899183223304e-06,16
mulu,4.404004484968027e-06,-3.996539187937742e-06,2
naik,4.3699892921722494e-06,4.3699892921722494e-06,1
tas,4.362516629043966e-06,-4.129516280954703e-06,4
sesuatu,4.3480794611241435e-06,4.3480794611241435e-06,2
mana,4.342628399172099e-06,-2.9130634502507746e-06,6
en,4.32686690209165e-06,-2.264721870859729e-06,4
siang,4.317150742281229e-06,4.317150742281229e-06,2
tw,4.285723841288001e-06,-4.272651279340624e-06,6
negara,4.255785595887573e-06,-4.255785595887573e-06,6
bohong,4.238253803123371e-06,3.963332657804131e-06,3
ff,4.236878277879441e-06,4.236878277879441e-06,2
fleksibel,4.202197909762617e-06,4.202197909762617e-06,1
tep,4.191096875729272e-06,-1.9639835409179798e-06,5
indonesia,4.1138041375840355e-06,-3.23188450026161e-06,8
nemu,4.105435415112879e-06,4.105435415112879e-06,1
seb,4.082826202647993e-06,4.082826202647993e-06,1
gol,4.057718455442227e-06,4.057718455442227e-06,1
update,4.026429720397573e-06,3.498010271869134e-06,4
menolong,4.025361646199599e-06,4.025361646199599e-06,1
gitu,4.02085480709502e-06,4.003261894467869e-06,4
sen,4.015946531580994e-06,4.015946531580994e-06,1
ub,3.994108526967466e-06,3.994108526967466e-06,2
cherry,3.991407844296191e-06,1.5629786576027983e-06,2
slam,3.9650027611060065e-06,3.9650027611060065e-06,1
hukum,3.90344848156019e-06,-3.90344848156019e-06,8
cikal,3.8998621821519915e-06,3.8998621821519915e-06,1
feb,3.8769976381445305e-06,3.8769976381445305e-06,1
akun,3.834862476651324e-06,2.0440105799934826e-07,2
ot,3.826760417203851e-06,3.825802203729317e-06,4
flat,3.777095567784272e-06,3.777095567784272e-06,1
20,3.7609159487360777e-06,-3.7609159487360777e-06,2
isinya,3.7596888723783197e-06,3.7596888723783197e-06,1
bla,3.756301684916252e-06,-3.756301684916252e-06,1
mending,3.75094796254416e-06,-7.906674327387008e-07,4
pindah,3.731425469595706e-06,3.731425469595706e-06,1
pada,3.703663362102816e-06,2.264744140120456e-06,5
unggulan,3.694123814057093e-06,3.694123814057093e-06,1
apakah,3.649067581136478e-06,-3.649067581136478e-06,2
mant,3.648316178441746e-06,3.648316178441746e-06,3
pramuka,3.6400594981387257e-06,3.6400594981387257e-06,1
kompetisi,3.6357831268105656e-06,3.6357831268105656e-06,1
alpha,3.6336614866741e-06,-3.6336614866741e-06,1
akurat,3.610227315220982e-06,3.610227315220982e-06,1
puisi,3.6038579128216954e-06,3.6038579128216954e-06,1
ikan,3.587534502003109e-06,3.587534502003109e-06,4
tanggal,3.5544332786230372e-06,3.5544332786230372e-06,1
gelandang,3.5467099587549454e-06,3.5467099587549454e-06,1
memuaskan,3.5372854181332512e-06,3.5372854181332512e-06,1
lalu,3.485376852040645e-06,-3.485376852040645e-06,2
screen,3.4674002963583918e-06,3.4674002963583918e-06,1
nilai,3.466206559096463e-06,3.466206559096463e-06,1
run,3.45797272893833e-06,7.940318682813086e-07,5
perjalanan,3.4497966116759925e-06,3.4497966116759925e-06,1
kampung,3.4488624369259923e-06,3.4488624369259923e-06,1
test,3.4442559044691736e-06,-3.4442559044691736e-06,1
game,3.429483302170411e-06,-3.429483302170411e-06,1
dimana,3.4264974474353947e-06,-3.4092029727617046e-06,2
lele,3.3971995071624404e-06,3.3971995071624404e-06,2
akita,3.3858438764582387e-06,-3.3858438764582387e-06,1
penuh,3.382764305570163e-06,3.382764305570163e-06,1
masuk,3.3822851790723183e-06,3.3226824354238086e-06,6
lal,3.366124336025678e-06,3.366124336025678e-06,1
ch,3.3515964793931587e-06,-3.3515964781091656e-06,3
law,3.341414572787471e-06,-3.341414572787471e-06,2
kiamat,3.3301121002295984e-06,-3.3301121002295984e-06,1
greg,3.3299134884146043e-06,3.3299134884146043e-06,1
polit,3.289655054686591e-06,-3.289655054686591e-06,1
mar,3.2635851384839045e-06,3.2635851384839045e-06,1
autocad,3.258297118009068e-06,-3.258297118009068e-06,1
xp,3.2503593174624257e-06,3.2503593174624257e-06,1
muncul,3.247429383918643e-06,3.247429383918643e-06,1
bapak,3.228265234611172e-06,-3.228265234611172e-06,3
faham,3.2248723655357024e-06,-3.2248723655357024e-06,1
kemaren,3.1992307194741444e-06,3.1992307194741444e-06,1
haha,3.1920377441565505e-06,3.1920377441565505e-06,2
mba,3.1919615939841604e-06,3.1919615939841604e-06,1
pasangan,3.1903170165605843e-06,3.1903170165605843e-06,1
pe,3.160698542288801e-06,-3.135605600617357e-06,4
kog,3.143791233014781e-06,-3.143791233014781e-06,1
canggih,3.1381993285322094e-06,-5.620852498395834e-07,2
yas,3.1241196775226854e-06,-3.1241196775226854e-06,1
saw,3.1155157509298684e-06,3.1155157509298684e-06,1
yuk,3.1087773386389017e-06,3.1087773386389017e-06,1
mn,3.1016876237117685e-06,-3.1016876237117685e-06,1
ani,3.1006959943624677e-06,-3.1006959943624677e-06,1
dada,3.0939567659515887e-06,3.0939567659515887e-06,1
baca,3.0933399757486767e-06,1.2605871379491873e-06,2
buff,3.0625890649389477e-06,3.0625890649389477e-06,1
jualan,3.059171031054575e-06,3.059171031054575e-06,3
hib,3.052827370993327e-06,3.052827370993327e-06,1
ukau,3.052424523048103e-06,3.052424523048103e-06,1
jual,3.038649036170682e-06,-1.6615423010080122e-07,2
solusi,3.0003418360138312e-06,3.0003418360138312e-06,1
politik,2.992881723912433e-06,-2.992881723912433e-06,1
vokal,2.9920203887741082e-06,2.9920203887741082e-06,1
bermakna,2.987603278597817e-06,2.987603278597817e-06,1
hahahaha,2.9862893134122715e-06,2.9862893134122715e-06,1
kesehatan,2.9848819103790445e-06,-2.9848819103790445e-06,1
perpaduan,2.9844631571904757e-06,-2.9844631571904757e-06,1
pol,2.971042795894284e-06,2.971042795894284e-06,3
tron,2.968598413038611e-06,2.968598413038611e-06,4
pejabat,2.9505245056498096e-06,-2.9505245056498096e-06,3
enis,2.9238404677016662e-06,-2.9238404677016662e-06,1
dpt,2.910563020122936e-06,-2.676744374184636e-06,2
pes,2.9011762744630686e-06,2.9011762744630686e-06,1
ar,2.888831372062365e-06,2.5039848299153766e-06,6
terbuka,2.886469621444121e-06,2.886469621444121e-06,1
baso,2.8742113936459648e-06,2.8742113936459648e-06,1
tommy,2.871735967346467e-06,-2.871735967346467e-06,1
sdh,2.868754266273754e-06,-2.868754266273754e-06,4
demi,2.868452880647965e-06,2.868452880647965e-06,4
gar,2.7935462712775916e-06,-2.7935462712775916e-06,1
laptop,2.71878665080294e-06,2.71878665080294e-06,1
ton,2.7174651040695607e-06,2.7174651040695607e-06,1
ni,2.7168137057742568e-06,2.7168137057742568e-06,3
palsu,2.6983984811522535e-06,-1.7885114815726412e-06,7
kena,2.687831874936819e-06,2.687831874936819e-06,2
referensi,2.6660398434614764e-06,2.6660398434614764e-06,1
ep,2.6632311491994187e-06,2.6632311491994187e-06,3
harusnya,2.6353259163443e-06,-2.6353259163443e-06,1
rak,2.615019213408232e-06,2.615019213408232e-06,1
waria,2.6041405217256397e-06,2.6041405217256397e-06,1
sehat,2.6002876329584978e-06,-8.343240260728635e-07,2
eng,2.6000146463047714e-06,-2.1339746890589596e-06,3
happy,2.55980268411804e-06,2.55980268411804e-06,1
gm,2.5596427081561716e-06,2.559642707119782e-06,3
bajunya,2.5492614950053393e-06,2.5492614950053393e-06,1
pemerintah,2.5436088919172285e-06,-2.5436088919172285e-06,5
toko,2.535059433284914e-06,-2.535059433284914e-06,1
haus,2.5311996505479327e-06,2.5311996505479327e-06,1
tukang,2.523168943298515e-06,2.523168943298515e-06,1
ap,2.5067247297556604e-06,-1.8649338126124349e-06,2
jgn,2.5059662366402334e-06,-2.5059662366402334e-06,3
tidur,2.4991749960463493e-06,-2.4991749960463493e-06,1
40,2.4912199152241748e-06,2.4912199152241748e-06,2
gini,2.484023534634616e-06,2.102894890413154e-06,3
kedua,2.4818655583658256e-06,2.4818655583658256e-06,1
web,2.4738464016991202e-06,2.4738464016991202e-06,1
bud,2.4666798929394827e-06,-2.4666798929394827e-06,2
mama,2.462869440932991e-06,2.462869440932991e-06,1
kasus,2.4562499359893284e-06,2.0818544484820665e-07,5
utang,2.4538069992559033e-06,2.4538069992559033e-06,1
diselesaikan,2.4493322198395618e-06,2.4493322198395618e-06,1
uh,2.4385879223700613e-06,-2.253484599350486e-06,4
isan,2.4380488648603204e-06,8.061803928285372e-07,2
serupa,2.4016379247768782e-06,2.4016379247768782e-06,1
bah,2.4001407080504577e-06,-2.118648535300357e-06,6
berbeda,2.3969942922121844e-06,-2.3969942922121844e-06,2
semoga,2.3901334552647314e-06,2.3901334552647314e-06,4
amazing,2.387198532233015e-06,2.387198532233015e-06,1
bass,2.3865394023035575e-06,2.3865394023035575e-06,3
jember,2.3818459012545645e-06,2.3818459012545645e-06,1
ae,2.374110365053639e-06,-2.374110365053639e-06,1
loh,2.3433990863850342e-06,2.3433990863850342e-06,1
kira,2.341639474200528e-06,2.3402819734267187e-06,2
masya,2.328594491700642e-06,-2.328594491700642e-06,1
best,2.299955012858845e-06,2.299955012858845e-06,1
bng,2.297735709847378e-06,-2.297735709847378e-06,3
katanya,2.29062742437236e-06,2.29062742437236e-06,1
uhan,2.267647687403951e-06,2.267647687403951e-06,1
jelas,2.2525344094605507e-06,-2.0429684307897144e-06,9
iu,2.250075232344291e-06,-1.4637805955620327e-06,2
eli,2.2424873095587827e-06,-2.2424873095587827e-06,2
thanks,2.209430007496849e-06,2.209430007496849e-06,1
karna,2.2092160367416605e-06,2.2092160367416605e-06,3
videonya,2.2063814467401243e-06,2.2063814467401243e-06,2
kemana,2.2042670088922022e-06,2.202947748628503e-06,2
koi,2.1999127566232346e-06,-2.1999127566232346e-06,1
mereka,2.1897302867728286e-06,1.364014511636924e-06,6
skill,2.1667022780699577e-06,2.1667022780699577e-06,2
dend,2.1487824706127866e-06,2.1487824706127866e-06,1
